,station_id,bikes_available,docks_available,time,TimeStamp,Hour_Min
35508284,91,10,23,8/24/2016 12:45:01,16-08-24,12:45
35508285,91,10,23,8/24/2016 12:45:55,16-08-24,12:45
35508295,91,10,23,8/24/2016 13:00:01,16-08-24,13:00
35508309,91,10,23,8/24/2016 13:15:53,16-08-24,13:15
35508321,91,10,24,8/24/2016 13:30:46,16-08-24,13:30
35508344,91,10,24,8/24/2016 14:00:51,16-08-24,14:00
35508356,91,10,24,8/24/2016 14:15:01,16-08-24,14:15
35508370,91,10,24,8/24/2016 14:30:52,16-08-24,14:30
35508381,91,10,24,8/24/2016 14:45:54,16-08-24,14:45
35508392,91,10,24,8/24/2016 15:00:00,16-08-24,15:00
35508393,91,10,24,8/24/2016 15:00:55,16-08-24,15:00
35508429,91,10,24,8/24/2016 15:45:57,16-08-24,15:45
35508443,91,10,24,8/24/2016 16:00:40,16-08-24,16:00
35508456,91,10,24,8/24/2016 16:15:01,16-08-24,16:15
35508457,91,10,24,8/24/2016 16:15:59,16-08-24,16:15
35508492,91,10,24,8/24/2016 17:00:00,16-08-24,17:00
35508503,91,10,24,8/24/2016 17:15:56,16-08-24,17:15
35508528,91,10,24,8/24/2016 17:45:56,16-08-24,17:45
35508542,91,10,24,8/24/2016 18:00:56,16-08-24,18:00
35508566,91,10,24,8/24/2016 18:30:46,16-08-24,18:30
35508602,91,10,24,8/24/2016 19:15:01,16-08-24,19:15
35508612,91,10,24,8/24/2016 19:30:01,16-08-24,19:30
35508613,91,10,24,8/24/2016 19:30:56,16-08-24,19:30
35508627,91,11,23,8/24/2016 19:45:55,16-08-24,19:45
35508650,91,12,23,8/24/2016 20:15:55,16-08-24,20:15
35508662,91,12,23,8/24/2016 20:30:01,16-08-24,20:30
35508673,91,12,23,8/24/2016 20:45:00,16-08-24,20:45
35508684,91,12,23,8/24/2016 21:00:50,16-08-24,21:00
35508698,91,12,23,8/24/2016 21:15:58,16-08-24,21:15
35508721,91,12,23,8/24/2016 21:45:00,16-08-24,21:45
35508722,91,12,23,8/24/2016 21:45:52,16-08-24,21:45
35508735,91,12,23,8/24/2016 22:00:01,16-08-24,22:00
35508736,91,12,23,8/24/2016 22:00:56,16-08-24,22:00
35508749,91,12,23,8/24/2016 22:15:45,16-08-24,22:15
35508761,91,12,23,8/24/2016 22:30:01,16-08-24,22:30
35508762,91,12,23,8/24/2016 22:30:56,16-08-24,22:30
35508775,91,12,23,8/24/2016 22:45:44,16-08-24,22:45
35508799,91,12,23,8/24/2016 23:15:55,16-08-24,23:15
35508813,91,12,23,8/24/2016 23:30:56,16-08-24,23:30
35508826,91,12,23,8/24/2016 23:45:52,16-08-24,23:45
35508839,91,12,23,8/25/2016 00:00:56,16-08-25,00:00
35508851,91,12,23,8/25/2016 00:15:01,16-08-25,00:15
35508852,91,12,23,8/25/2016 00:15:56,16-08-25,00:15
35508866,91,12,23,8/25/2016 00:30:54,16-08-25,00:30
35508877,91,12,23,8/25/2016 00:45:01,16-08-25,00:45
35508878,91,12,23,8/25/2016 00:45:59,16-08-25,00:45
35508889,91,12,23,8/25/2016 01:00:00,16-08-25,01:00
35508890,91,12,23,8/25/2016 01:00:56,16-08-25,01:00
35508926,91,12,23,8/25/2016 01:45:50,16-08-25,01:45
35508937,91,12,23,8/25/2016 02:00:58,16-08-25,02:00
35508959,91,12,23,8/25/2016 02:30:01,16-08-25,02:30
35508973,91,12,23,8/25/2016 02:45:55,16-08-25,02:45
35508986,91,12,23,8/25/2016 03:00:00,16-08-25,03:00
35508987,91,12,23,8/25/2016 03:00:55,16-08-25,03:00
35509000,91,12,23,8/25/2016 03:15:54,16-08-25,03:15
35509013,91,12,23,8/25/2016 03:30:00,16-08-25,03:30
35509025,91,12,23,8/25/2016 03:45:01,16-08-25,03:45
35509026,91,12,23,8/25/2016 03:45:56,16-08-25,03:45
35509037,91,12,23,8/25/2016 04:00:01,16-08-25,04:00
35509038,91,12,23,8/25/2016 04:00:56,16-08-25,04:00
35509051,91,12,23,8/25/2016 04:15:54,16-08-25,04:15
35509064,91,12,23,8/25/2016 04:30:54,16-08-25,04:30
35509099,91,12,23,8/25/2016 05:15:01,16-08-25,05:15
35509112,91,12,23,8/25/2016 05:30:01,16-08-25,05:30
35509127,91,12,23,8/25/2016 05:45:54,16-08-25,05:45
35509139,91,12,23,8/25/2016 06:00:45,16-08-25,06:00
35509151,91,12,23,8/25/2016 06:15:01,16-08-25,06:15
35509152,91,12,23,8/25/2016 06:15:56,16-08-25,06:15
35509164,91,12,23,8/25/2016 06:30:01,16-08-25,06:30
